received,dev_id,dev_eui,gtw_id,counter,frequency,data_rate,coding_rate,rssi,snr,battery
2019-04-02T21:11:49.449282449Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,49,868.5,SF8BW125,4/5,-53,8.75,4.1739999999999995
2019-04-02T21:11:49.461333Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,49,868.5,SF8BW125,4/5,-103,-9.5,4.1739999999999995
2019-04-02T21:12:04.641317Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,53,867.3,SF8BW125,4/5,-95,10.5,4.164
2019-04-02T21:12:04.637763637Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,53,867.3,SF8BW125,4/5,-59,11.25,4.164
2019-04-02T21:15:40.341273Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,49,868.3,SF8BW125,4/5,-97,11,4.1240000000000006
2019-04-02T21:15:40.338852338Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,49,868.3,SF8BW125,4/5,-59,11.25,4.1240000000000006
2019-04-02T21:18:13.945569Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,67,867.5,SF8BW125,4/5,-104,1.8,4.18
2019-04-02T21:18:13.934219934Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,67,867.5,SF8BW125,4/5,-81,7.5,4.18
2019-04-02T21:21:55.539148Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,50,868.1,SF7BW125,4/5,-105,8.8,4.17
2019-04-02T21:21:55.532442532Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,50,868.1,SF7BW125,4/5,-55,9.25,4.17
2019-04-02T21:22:10.780005Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,54,868.5,SF7BW125,4/5,-97,7.5,4.164
2019-04-02T21:22:10.774403774Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,54,868.5,SF7BW125,4/5,-63,7.25,4.164
2019-04-02T21:24:48.898388Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2068,867.3,SF7BW125,4/5,-89,10.2,
2019-04-02T21:24:48.894561894Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2068,867.3,SF7BW125,4/5,-29,9.5,
2019-04-02T21:25:46.323891323Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,50,867.1,SF7BW125,4/5,-61,8.5,4.1240000000000006
2019-04-02T21:25:46.334055Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,50,867.1,SF7BW125,4/5,-95,8.5,4.1240000000000006
2019-04-02T21:28:19.61554Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,68,867.5,SF7BW125,4/5,-105,-1.5,4.18
2019-04-02T21:28:19.606956606Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,68,867.5,SF7BW125,4/5,-81,6.5,4.18
2019-04-02T21:32:03.209043Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,51,867.5,SF9BW125,4/5,-93,8,4.1739999999999995
2019-04-02T21:32:03.195822195Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,51,867.5,SF9BW125,4/5,-57,8.75,4.1739999999999995
2019-04-02T21:35:52.904197904Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,51,867.9,SF9BW125,4/5,-59,10,4.1240000000000006
2019-04-02T21:35:52.911205Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,51,867.9,SF9BW125,4/5,-95,11.2,4.1240000000000006
2019-04-02T21:38:25.82014182Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,69,868.1,SF9BW125,4/5,-82,9,4.18
2019-04-02T21:42:09.974718974Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,52,868.3,SF7BW125,4/5,-55,10.25,4.1739999999999995
2019-04-02T21:42:09.982346Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,52,868.3,SF7BW125,4/5,-99,9.5,4.1739999999999995
2019-04-02T21:42:23.928703928Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,56,867.5,SF7BW125,4/5,-59,6.75,4.164
2019-04-02T21:42:23.939772Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,56,867.5,SF7BW125,4/5,-93,6.8,4.164
2019-04-02T21:45:13.12233Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2069,867.9,SF7BW125,4/5,-95,9.5,
2019-04-02T21:45:12.115546115Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2069,867.9,SF7BW125,4/5,-31,9.5,
2019-04-02T21:45:59.908294908Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,52,868.3,SF7BW125,4/5,-58,8.5,4.1240000000000006
2019-04-02T21:45:59.9157Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,52,868.3,SF7BW125,4/5,-96,8,4.1240000000000006
2019-04-02T21:48:31.599965599Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,70,868.5,SF7BW125,4/5,-78,6.25,4.18
2019-04-02T21:48:31.607665Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,70,868.5,SF7BW125,4/5,-99,-7,4.18
2019-04-02T21:52:16.365069Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,53,867.3,SF8BW125,4/5,-92,10,4.17
2019-04-02T21:52:16.361081361Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,53,867.3,SF8BW125,4/5,-57,10.5,4.17
2019-04-02T21:52:31.432529Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,57,868.1,SF8BW125,4/5,-99,10,4.164
2019-04-02T21:52:31.43072343Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,57,868.1,SF8BW125,4/5,-65,11.5,4.164
2019-04-02T21:56:07.043291Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,53,868.3,SF8BW125,4/5,-97,11.8,4.1240000000000006
2019-04-02T21:56:07.036619036Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,53,868.3,SF8BW125,4/5,-60,11.5,4.1240000000000006
2019-04-02T21:58:37.467337Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,71,867.3,SF8BW125,4/5,-105,9.5,4.18
2019-04-02T21:58:37.458904458Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,71,867.3,SF8BW125,4/5,-81,11,4.18
2019-04-02T22:02:22.472918Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,54,868.5,SF7BW125,4/5,-94,3.8,4.17
2019-04-02T22:02:22.467042467Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,54,868.5,SF7BW125,4/5,-52,7.5,4.17
2019-04-02T22:02:38.073108Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,58,868.5,SF7BW125,4/5,-97,6.5,4.164
2019-04-02T22:02:38.068460068Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,58,868.5,SF7BW125,4/5,-64,7.25,4.164
2019-04-02T22:05:34.327248Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2070,867.3,SF7BW125,4/5,-88,9.5,
2019-04-02T22:05:34.323591323Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2070,867.3,SF7BW125,4/5,-28,9.25,
2019-04-02T22:06:13.058589058Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,54,867.5,SF7BW125,4/5,-64,7.25,4.1240000000000006
2019-04-02T22:06:13.069596Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,54,867.5,SF7BW125,4/5,-99,6.8,4.1240000000000006
2019-04-02T22:08:44.518946518Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,72,868.1,SF7BW125,4/5,-79,8.75,4.18
2019-04-02T22:08:44.528685Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,72,868.1,SF7BW125,4/5,-107,7.2,4.18
2019-04-02T22:12:28.838884Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,55,867.5,SF10BW125,4/5,-95,7.5,4.17
2019-04-02T22:12:28.83073383Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,55,867.5,SF10BW125,4/5,-56,8.25,4.17
2019-04-02T22:12:44.448264Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,59,868.3,SF9BW125,4/5,-92,10.5,4.164
2019-04-02T22:12:44.443487443Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,59,868.3,SF9BW125,4/5,-69,11.75,4.164
2019-04-02T22:16:19.519303Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,55,867.9,SF10BW125,4/5,-92,9.8,4.13
2019-04-02T22:16:19.504079504Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,55,867.9,SF10BW125,4/5,-58,9.25,4.13
2019-04-02T22:18:50.578992Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,73,867.1,SF10BW125,4/5,-101,6.8,4.18
2019-04-02T22:18:50.566021566Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,73,867.1,SF10BW125,4/5,-77,7.5,4.18
2019-04-02T22:22:35.006668Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,56,868.3,SF7BW125,4/5,-99,9.5,4.17
2019-04-02T22:22:35.000086Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,56,868.3,SF7BW125,4/5,-55,9.75,4.17
2019-04-02T22:22:51.578737578Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,60,867.3,SF7BW125,4/5,-59,9.25,4.164
2019-04-02T22:22:51.587284Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,60,867.3,SF7BW125,4/5,-96,8.8,4.164
2019-04-02T22:26:03.816942Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2071,868.3,SF7BW125,4/5,-90,9.8,
2019-04-02T22:26:03.811574811Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2071,868.3,SF7BW125,4/5,-28,9.75,
2019-04-02T22:26:26.295649Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,56,868.5,SF7BW125,4/5,-101,7,4.1240000000000006
2019-04-02T22:28:56.206127206Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,74,867.9,SF7BW125,4/5,-82,8.25,4.18
2019-04-02T22:28:56.217233Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,74,867.9,SF7BW125,4/5,-106,8,4.18
2019-04-02T22:32:41.211722211Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,57,868.3,SF8BW125,4/5,-53,10.75,4.17
2019-04-02T22:32:41.22145Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,57,868.3,SF8BW125,4/5,-97,10.2,4.17
2019-04-02T22:32:58.160351Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,61,867.3,SF8BW125,4/5,-96,11,4.164
2019-04-02T22:32:57.156646156Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,61,867.3,SF8BW125,4/5,-59,10,4.164
2019-04-02T22:36:33.412738Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,57,867.3,SF8BW125,4/5,-96,10.2,4.1240000000000006
2019-04-02T22:36:33.404718404Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,57,867.3,SF8BW125,4/5,-58,10,4.1240000000000006
2019-04-02T22:39:02.321771Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,75,868.1,SF8BW125,4/5,-108,8.8,4.18
2019-04-02T22:39:02.31089031Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,75,868.1,SF8BW125,4/5,-83,10.75,4.18
2019-04-02T22:42:47.297744Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,58,867.5,SF7BW125,4/5,-94,7.2,4.17
2019-04-02T22:43:04.527216Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,62,867.9,SF7BW125,4/5,-99,9.5,4.164
2019-04-02T22:43:04.526065526Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,62,867.9,SF7BW125,4/5,-63,9.25,4.164
2019-04-02T22:46:21.989902Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2072,867.3,SF7BW125,4/5,-88,9.5,
2019-04-02T22:46:21.987851987Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2072,867.3,SF7BW125,4/5,-31,10.25,
2019-04-02T22:46:40.605045Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,58,867.5,SF7BW125,4/5,-99,5.2,4.1240000000000006
2019-04-02T22:46:40.596962596Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,58,867.5,SF7BW125,4/5,-66,6.75,4.1240000000000006
2019-04-02T22:49:08.085508085Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,76,868.1,SF7BW125,4/5,-83,9.5,4.18
2019-04-02T22:49:08.09132Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,76,868.1,SF7BW125,4/5,-107,5.2,4.18
2019-04-02T22:52:53.81375Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,59,867.7,SF9BW125,4/5,-97,11.8,4.17
2019-04-02T22:52:53.81013681Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,59,867.7,SF9BW125,4/5,-57,11.5,4.17
2019-04-02T22:53:10.769820769Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,63,867.7,SF7BW125,4/5,-61,10.5,4.164
2019-04-02T22:53:10.776541Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,63,867.7,SF7BW125,4/5,-93,9.8,4.164
2019-04-02T22:56:46.926445Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,59,868.1,SF9BW125,4/5,-99,9.2,4.1240000000000006
2019-04-02T22:56:46.917301917Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,59,868.1,SF9BW125,4/5,-61,11,4.1240000000000006
2019-04-02T22:59:13.495368Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,77,867.3,SF9BW125,4/5,-107,7.2,4.18
2019-04-02T22:59:13.484150484Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,77,867.3,SF9BW125,4/5,-82,8,4.18
2019-04-02T23:02:59.878285Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,60,867.3,SF7BW125,4/5,-99,8.8,4.17
2019-04-02T23:02:59.868914868Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,60,867.3,SF7BW125,4/5,-57,8.75,4.17
2019-04-02T23:03:17.134905Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,64,867.1,SF8BW125,4/5,-101,10.5,4.164
2019-04-02T23:03:16.127648127Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,64,867.1,SF8BW125,4/5,-60,11,4.164
2019-04-02T23:06:52.632731Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,60,868.3,SF7BW125,4/5,-97,8.8,4.1240000000000006
2019-04-02T23:06:52.63048763Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,60,868.3,SF7BW125,4/5,-60,9.5,4.1240000000000006
2019-04-02T23:09:18.682097Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,78,868.1,SF7BW125,4/5,-106,6.8,4.18
2019-04-02T23:09:18.673783673Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,78,868.1,SF7BW125,4/5,-79,8.25,4.18
2019-04-02T23:13:07.178941Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,61,867.7,SF8BW125,4/5,-96,10.8,4.17
2019-04-02T23:13:07.174712174Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,61,867.7,SF8BW125,4/5,-55,10.5,4.17
2019-04-02T23:13:23.649775Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,65,867.3,SF7BW125,4/5,-96,8.5,4.164
2019-04-02T23:13:23.645905645Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,65,867.3,SF7BW125,4/5,-57,9.25,4.164
2019-04-02T23:16:58.872038Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,61,867.7,SF8BW125,4/5,-96,11.2,4.1240000000000006
2019-04-02T23:16:58.863098863Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,61,867.7,SF8BW125,4/5,-58,10.5,4.1240000000000006
2019-04-02T23:19:25.135951Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,79,867.9,SF8BW125,4/5,-107,9.8,4.18
2019-04-02T23:19:24.129171129Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,79,867.9,SF8BW125,4/5,-81,9,4.18
2019-04-02T23:23:13.663036Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,62,867.5,SF7BW125,4/5,-93,7,4.17
2019-04-02T23:23:13.661322661Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,62,867.5,SF7BW125,4/5,-59,8,4.17
2019-04-02T23:23:29.135365135Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,66,868.5,SF9BW125,4/5,-69,8.25,4.164
2019-04-02T23:23:30.148164Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,66,868.5,SF9BW125,4/5,-91,4.5,4.164
2019-04-02T23:26:55.293742Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2074,868.3,SF7BW125,4/5,-88,10.5,
2019-04-02T23:26:55.288992288Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2074,868.3,SF7BW125,4/5,-30,10.5,
2019-04-02T23:27:05.874796874Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,62,867.1,SF7BW125,4/5,-59,8.25,4.1240000000000006
2019-04-02T23:27:05.883448Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,62,867.1,SF7BW125,4/5,-93,8.5,4.1240000000000006
2019-04-02T23:29:31.423361Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,80,867.7,SF7BW125,4/5,-107,8.2,4.18
2019-04-02T23:29:31.415381415Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,80,867.7,SF7BW125,4/5,-79,8,4.18
2019-04-02T23:33:20.016092016Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,63,867.5,SF7BW125,4/5,-55,7,4.17
2019-04-02T23:33:20.026936Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,63,867.5,SF7BW125,4/5,-95,7.2,4.17
2019-04-02T23:33:37.329703Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,67,867.9,SF7BW125,4/5,-96,8.8,4.164
2019-04-02T23:33:37.326688326Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,67,867.9,SF7BW125,4/5,-65,9.5,4.164
2019-04-02T23:37:12.696595Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,63,867.3,SF7BW125,4/5,-94,8.5,4.1240000000000006
2019-04-02T23:37:12.686854686Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,63,867.3,SF7BW125,4/5,-57,8.75,4.1240000000000006
2019-04-02T23:39:37.567395Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,81,868.3,SF11BW125,4/5,-101,3.8,4.18
2019-04-02T23:39:37.551573551Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,81,868.3,SF11BW125,4/5,-77,6.25,4.18
2019-04-02T23:43:26.371932371Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,64,868.3,SF8BW125,4/5,-54,11.75,4.17
2019-04-02T23:43:26.380852Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,64,868.3,SF8BW125,4/5,-96,10.5,4.17
2019-04-02T23:43:43.795268Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,68,867.1,SF8BW125,4/5,-101,10.5,4.164
2019-04-02T23:43:43.786416786Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,68,867.1,SF8BW125,4/5,-59,11,4.164
2019-04-02T23:47:09.178675Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2075,867.7,SF7BW125,4/5,-88,9,
2019-04-02T23:47:09.171044171Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2075,867.7,SF7BW125,4/5,-29,8.75,
2019-04-02T23:47:18.718466Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,64,867.5,SF8BW125,4/5,-99,7.5,4.1240000000000006
2019-04-02T23:47:18.715974715Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,64,867.5,SF8BW125,4/5,-59,7.5,4.1240000000000006
2019-04-02T23:49:43.611773611Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,82,867.5,SF7BW125,4/5,-79,6.25,4.18
2019-04-02T23:49:43.616627Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,82,867.5,SF7BW125,4/5,-105,2.8,4.18
2019-04-02T23:53:32.767050767Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,65,868.3,SF7BW125,4/5,-52,8.5,4.17
2019-04-02T23:53:32.778344Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,65,868.3,SF7BW125,4/5,-99,8.5,4.17
2019-04-02T23:53:51.270134Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,69,867.1,SF7BW125,4/5,-99,8.8,4.164
2019-04-02T23:53:51.263496263Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,69,867.1,SF7BW125,4/5,-60,9.75,4.164
2019-04-02T23:57:24.638116638Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,65,867.1,SF7BW125,4/5,-59,8.5,4.1240000000000006
2019-04-02T23:57:24.64522Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,65,867.1,SF7BW125,4/5,-91,8.8,4.1240000000000006
2019-04-02T23:59:50.418409Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,83,867.5,SF8BW125,4/5,-100,-6.2,4.18
2019-04-02T23:59:50.409789409Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,83,867.5,SF8BW125,4/5,-81,7.75,4.18
2019-04-03T00:03:39.91172Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,66,867.9,SF9BW125,4/5,-105,10,4.17
2019-04-03T00:03:39.902747902Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,66,867.9,SF9BW125,4/5,-61,12.5,4.17
2019-04-03T00:03:57.799824799Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,70,868.3,SF10BW125,4/5,-61,8.25,4.164
2019-04-03T00:03:57.813451Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,70,868.3,SF10BW125,4/5,-97,7,4.164
2019-04-03T00:07:31.651607Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,66,867.9,SF9BW125,4/5,-94,10.2,4.1240000000000006
2019-04-03T00:07:31.644773644Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,66,867.9,SF9BW125,4/5,-61,11.25,4.1240000000000006
2019-04-03T00:07:35.856079Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2076,867.7,SF7BW125,4/5,-90,9.8,
2019-04-03T00:07:35.85049085Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2076,867.7,SF7BW125,4/5,-29,9.5,
2019-04-03T00:09:56.689499689Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,84,867.1,SF7BW125,4/5,-81,8.75,4.18
2019-04-03T00:09:56.699083Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,84,867.1,SF7BW125,4/5,-103,7.2,4.18
2019-04-03T00:13:46.214421Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,67,867.5,SF7BW125,4/5,-93,7.5,4.17
2019-04-03T00:13:46.211044211Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,67,867.5,SF7BW125,4/5,-59,7,4.17
2019-04-03T00:14:03.813131Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,71,868.5,SF7BW125,4/5,-99,6.2,4.164
2019-04-03T00:14:03.809574809Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,71,868.5,SF7BW125,4/5,-63,7.5,4.164
2019-04-03T00:17:38.566968Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,67,867.7,SF7BW125,4/5,-95,9,4.1240000000000006
2019-04-03T00:17:38.56015856Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,67,867.7,SF7BW125,4/5,-58,8.25,4.1240000000000006
2019-04-03T00:20:03.389887Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,85,867.7,SF9BW125,4/5,-106,9,4.18
2019-04-03T00:20:03.383725383Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,85,867.7,SF9BW125,4/5,-83,7,4.18
2019-04-03T00:23:53.21117Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,68,867.7,SF8BW125,4/5,-95,10.8,4.17
2019-04-03T00:24:10.353422Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,72,867.5,SF8BW125,4/5,-91,9,4.164
2019-04-03T00:24:10.349810349Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,72,867.5,SF8BW125,4/5,-58,8.5,4.164
2019-04-03T00:27:44.803961803Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,68,868.1,SF8BW125,4/5,-59,10,4.1240000000000006
2019-04-03T00:27:44.811871Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,68,868.1,SF8BW125,4/5,-97,10.5,4.1240000000000006
2019-04-03T00:28:04.034492Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2077,868.3,SF7BW125,4/5,-90,10.2,
2019-04-03T00:28:04.033230033Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2077,868.3,SF7BW125,4/5,-28,9.75,
2019-04-03T00:30:08.766958766Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,86,867.1,SF7BW125,4/5,-81,9.25,4.18
2019-04-03T00:30:08.777504Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,86,867.1,SF7BW125,4/5,-105,8.2,4.18
2019-04-03T00:33:59.288222Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,69,867.1,SF7BW125,4/5,-103,7.8,4.17
2019-04-03T00:33:59.285440285Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,69,867.1,SF7BW125,4/5,-60,9.25,4.17
2019-04-03T00:34:16.813387Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,73,868.1,SF7BW125,4/5,-101,9.5,4.164
2019-04-03T00:34:16.808675808Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,73,868.1,SF7BW125,4/5,-63,9.5,4.164
2019-04-03T00:37:51.668843Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,69,868.3,SF7BW125,4/5,-97,6.5,4.1240000000000006
2019-04-03T00:37:51.665506665Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,69,868.3,SF7BW125,4/5,-57,8.25,4.1240000000000006
2019-04-03T00:40:15.491467Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,87,868.1,SF8BW125,4/5,-107,8.5,4.18
2019-04-03T00:40:15.488336488Z,static_6_02,70B3D54993EAD469,iotlab-rpi-03,87,868.1,SF8BW125,4/5,-81,9.5,4.18
2019-04-03T00:44:05.876277Z,static_6_01,70B3D5499A33FCC9,eui-0000024b08030186,70,868.1,SF10BW125,4/5,-100,8.5,4.17
2019-04-03T00:44:05.869248869Z,static_6_01,70B3D5499A33FCC9,iotlab-rpi-03,70,868.1,SF10BW125,4/5,-55,10.25,4.17
2019-04-03T00:44:23.228622Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,74,867.3,SF9BW125,4/5,-99,12.5,4.164
2019-04-03T00:44:23.221180221Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,74,867.3,SF9BW125,4/5,-63,12.5,4.164
